model,objective,split,step,epoch,loss,actual_ratio,reward_accuracy,reward_margin,learning_rate,grad_norm
Qwen3-1.7B ratio=0.6,target_ratio,train,1780,1.9716105802520425,0.07305434942245484,0.5462810520082713,0.9125,0.18699205687153153,1.716500553709856e-07,35.96063232421875
Qwen3-1.7B ratio=0.6,target_ratio,train,1790,1.982689378202465,0.058274310827255246,0.5531390953809023,0.9375,0.21455746344290674,1.6980435585086746e-07,22.496339797973633
Qwen3-1.7B ratio=0.6,target_ratio,train,1800,1.9937681761528874,0.06809415817260742,0.5496543493121863,0.925,0.20059029720723628,1.6795865633074934e-07,44.21928024291992
Qwen3-1.7B ratio=0.6,target_ratio,eval,1800,1.9937681761528874,0.13396748900413513,0.5190161953183345,0.710455764075067,0.07684084919378681,,
Qwen3-1.7B ratio=0.6,target_ratio,train,1810,2.004431519180169,0.05160003900527954,0.5549632752096498,0.974025974025974,0.22163897019798878,1.6611295681063123e-07,15.353078842163086
Qwen3-1.7B ratio=0.6,target_ratio,train,1820,2.0155103171305915,0.045788297057151796,0.5589505981653928,0.975,0.23791272439993918,1.6426725729051311e-07,19.775043487548828
Qwen3-1.7B ratio=0.6,target_ratio,train,1830,2.0265891150810136,0.04181534647941589,0.5617499962449074,0.9625,0.2492456254083663,1.6242155777039497e-07,30.908674240112305
Qwen3-1.7B ratio=0.6,target_ratio,train,1840,2.037667913031436,0.038731685280799864,0.5611176777631044,0.975,0.24652944803237914,1.6057585825027683e-07,19.597393035888672
Qwen3-1.7B ratio=0.6,target_ratio,train,1850,2.0487467109818587,0.04183689653873444,0.5603789664804936,0.9625,0.2436204276047647,1.5873015873015872e-07,30.960187911987305
Qwen3-1.7B ratio=0.6,target_ratio,train,1860,2.059825508932281,0.03943073451519012,0.5626654207706452,1.0,0.25308345165103674,1.568844592100406e-07,22.73700523376465
Qwen3-1.7B ratio=0.6,target_ratio,train,1870,2.0709043068827033,0.03752686083316803,0.5626798659563065,0.975,0.25296352193690835,1.5503875968992246e-07,25.41564178466797
Qwen3-1.7B ratio=0.6,target_ratio,train,1880,2.0819831048331254,0.03125903308391571,0.5708264671266079,0.9875,0.2863781990017742,1.5319306016980434e-07,21.863113403320312
Qwen3-1.7B ratio=0.6,target_ratio,train,1890,2.093061902783548,0.03200948238372803,0.5658389881253243,1.0,0.2657874905504286,1.5134736064968623e-07,21.12024688720703
Qwen3-1.7B ratio=0.6,target_ratio,train,1900,2.1041407007339705,0.0392451137304306,0.5615509543567896,0.9875,0.2483742252923548,1.4950166112956811e-07,16.635215759277344
Qwen3-1.7B ratio=0.6,target_ratio,eval,1900,2.1041407007339705,0.13481076061725616,0.5186766016898782,0.6943699731903485,0.07538398738011678,,
Qwen3-1.7B ratio=0.6,target_ratio,train,1910,2.1152194986843926,0.03956986665725708,0.5591765996068716,0.9875,0.23852991303429008,1.4765596160945e-07,24.22402572631836
Qwen3-1.7B ratio=0.6,target_ratio,train,1920,2.126298296634815,0.04151098728179932,0.5596744462847709,0.9875,0.24074542238377034,1.4581026208933183e-07,18.960664749145508
Qwen3-1.7B ratio=0.6,target_ratio,train,1930,2.1373770945852373,0.04785439670085907,0.5582724135369063,0.9625,0.23532665325328708,1.4396456256921372e-07,24.22654151916504
Qwen3-1.7B ratio=0.6,target_ratio,train,1940,2.14845589253566,0.041698864102363585,0.563292383402586,0.9875,0.25582292121835054,1.421188630490956e-07,20.367168426513672
Qwen3-1.7B ratio=0.6,target_ratio,train,1950,2.1595346904860824,0.033672675490379333,0.5656974032521248,1.0,0.26529142428189517,1.4027316352897749e-07,17.629941940307617
Qwen3-1.7B ratio=0.6,target_ratio,train,1960,2.1706134884365045,0.040812510251998904,0.5600596003234386,0.95,0.2421916678082198,1.3842746400885934e-07,19.948572158813477
Qwen3-1.7B ratio=0.6,target_ratio,train,1970,2.181692286386927,0.027294138073921205,0.5688095256686211,1.0,0.2777725518681109,1.3658176448874123e-07,15.918619155883789
Qwen3-1.7B ratio=0.6,target_ratio,train,1980,2.1927710843373496,0.040476977825164795,0.5640229851007461,0.9875,0.2587814634665847,1.3473606496862311e-07,17.09653091430664
Qwen3-1.7B ratio=0.6,target_ratio,train,1990,2.2038498822877717,0.04233485162258148,0.5648842986673117,0.975,0.2624375151237473,1.32890365448505e-07,19.547609329223633
Qwen3-1.7B ratio=0.6,target_ratio,train,2000,2.2149286802381942,0.03400157690048218,0.5666844114661217,1.0,0.2694523307029158,1.3104466592838686e-07,31.030046463012695
Qwen3-1.7B ratio=0.6,target_ratio,eval,2000,2.2149286802381942,0.13438986241817474,0.5186317358515538,0.6863270777479893,0.07513424747276443,,
Qwen3-1.7B ratio=0.6,target_ratio,train,2010,2.2260074781886163,0.03618018627166748,0.5717416428029537,1.0,0.2908095809514634,1.2919896640826872e-07,16.712797164916992
Qwen3-1.7B ratio=0.6,target_ratio,train,2020,2.237086276139039,0.037467080354690555,0.5632375318557024,0.9875,0.2552408503368497,1.273532668881506e-07,14.645724296569824
Qwen3-1.7B ratio=0.6,target_ratio,train,2030,2.2481650740894614,0.03816958069801331,0.5645979013293981,0.975,0.26092813345603644,1.2550756736803249e-07,18.898786544799805
Qwen3-1.7B ratio=0.6,target_ratio,train,2040,2.2592438720398835,0.03745841979980469,0.5644728124141694,0.9875,0.2603832628345117,1.2366186784791434e-07,29.020755767822266
Qwen3-1.7B ratio=0.6,target_ratio,train,2050,2.270322669990306,0.04238073527812958,0.5622512482106685,0.975,0.2515480721835047,1.2181616832779623e-07,22.358861923217773
Qwen3-1.7B ratio=0.6,target_ratio,train,2060,2.2814014679407286,0.040057307481765746,0.5617754191160202,0.975,0.2493408627109602,1.1997046880767811e-07,22.3099365234375
Qwen3-1.7B ratio=0.6,target_ratio,train,2070,2.2924802658911507,0.03821132481098175,0.5611134834587574,0.9875,0.24650204195640982,1.1812476928755997e-07,20.535995483398438
Qwen3-1.7B ratio=0.6,target_ratio,train,2080,2.3035590638415733,0.040415340662002565,0.5597053810954093,0.9875,0.24076344761997462,1.1627906976744186e-07,23.10543441772461
Qwen3-1.7B ratio=0.6,target_ratio,train,2090,2.3146378617919954,0.03322562277317047,0.5685246713459492,1.0,0.27699377611279485,1.1443337024732373e-07,21.935813903808594
Qwen3-1.7B ratio=0.6,target_ratio,train,2100,2.325716659742418,0.04461483657360077,0.5573200408369303,0.975,0.2311514878179878,1.1258767072720561e-07,29.28113555908203
Qwen3-1.7B ratio=0.6,target_ratio,eval,2100,2.325716659742418,0.1355707049369812,0.5183521361357405,0.67828418230563,0.07408143958980692,,
Qwen3-1.7B ratio=0.6,target_ratio,train,2110,2.3367954576928405,0.04138396382331848,0.5631150387227535,0.975,0.2549817896913737,1.1074197120708747e-07,25.946775436401367
Qwen3-1.7B ratio=0.6,target_ratio,train,2120,2.3478742556432626,0.0366762638092041,0.5673940546810627,0.9625,0.27253979281522334,1.0889627168696936e-07,24.281944274902344
Qwen3-1.7B ratio=0.6,target_ratio,train,2130,2.358953053593685,0.04049392938613892,0.5632940091192722,0.975,0.25570972808636727,1.0705057216685123e-07,20.634105682373047
Qwen3-1.7B ratio=0.6,target_ratio,train,2140,2.3700318515441072,0.040813103318214417,0.5608705285936594,0.975,0.24564099630806596,1.0520487264673311e-07,14.808294296264648
Qwen3-1.7B ratio=0.6,target_ratio,train,2150,2.3811106494945298,0.03466399610042572,0.5683705065399408,0.9875,0.27638523527421055,1.0335917312661497e-07,26.948165893554688
Qwen3-1.7B ratio=0.6,target_ratio,train,2160,2.3921894474449523,0.042348092794418334,0.5582508761435747,0.9875,0.23482172880321742,1.0151347360649686e-07,25.557119369506836
Qwen3-1.7B ratio=0.6,target_ratio,train,2170,2.4032682453953744,0.041188114881515504,0.5639577403664588,0.9625,0.25850859596394005,9.966777408637873e-08,33.47881317138672
Qwen3-1.7B ratio=0.6,target_ratio,train,2180,2.414347043345797,0.04006273746490478,0.5703019920736552,0.9625,0.28500279418658464,9.782207456626061e-08,16.65578842163086
Qwen3-1.7B ratio=0.6,target_ratio,train,2190,2.4254258412962195,0.03531118333339691,0.5642157189548016,0.9875,0.2591923425439745,9.597637504614247e-08,22.48714256286621
Qwen3-1.7B ratio=0.6,target_ratio,train,2200,2.4365046392466416,0.044350868463516234,0.5621037773787976,0.9625,0.2509881361736916,9.413067552602436e-08,16.077186584472656
Qwen3-1.7B ratio=0.6,target_ratio,eval,2200,2.4365046392466416,0.13360276818275452,0.5194279586661597,0.6809651474530831,0.07848590560227472,,
Qwen3-1.7B ratio=0.6,target_ratio,train,2210,2.447583437197064,0.04543626308441162,0.559132244065404,0.9625,0.23875391893088818,9.228497600590623e-08,19.810300827026367
Qwen3-1.7B ratio=0.6,target_ratio,train,2220,2.4586622351474867,0.039200103282928465,0.5613307751715183,0.9875,0.24741074135527014,9.043927648578811e-08,25.88166046142578
Qwen3-1.7B ratio=0.6,target_ratio,train,2230,2.469741033097909,0.034043556451797484,0.5650817610323429,0.9875,0.26268066810443996,8.859357696566999e-08,14.235491752624512
Qwen3-1.7B ratio=0.6,target_ratio,train,2240,2.4808198310483314,0.04103281199932098,0.5625695034861564,0.9625,0.25268900287337603,8.674787744555186e-08,25.55257225036621
Qwen3-1.7B ratio=0.6,target_ratio,train,2250,2.4918986289987535,0.039758104085922244,0.5608423508703708,1.0,0.2454819794977084,8.490217792543373e-08,19.83563995361328
Qwen3-1.7B ratio=0.6,target_ratio,train,2260,2.502977426949176,0.04649547934532165,0.5616478133946657,0.95,0.24910281095653772,8.305647840531561e-08,24.174747467041016
Qwen3-1.7B ratio=0.6,target_ratio,train,2270,2.5140562248995986,0.03942235112190247,0.5615259274840355,0.95,0.2481994609697722,8.121077888519749e-08,17.522172927856445
Qwen3-1.7B ratio=0.6,target_ratio,train,2280,2.5251350228500207,0.03749220371246338,0.5628119066357613,0.9875,0.2535060408525169,7.936507936507936e-08,19.063039779663086
Qwen3-1.7B ratio=0.6,target_ratio,train,2290,2.536213820800443,0.031604185700416565,0.5676623702049255,1.0,0.27329979953356087,7.751937984496123e-08,20.19780158996582
Qwen3-1.7B ratio=0.6,target_ratio,train,2300,2.5472926187508653,0.039165380597114566,0.5632183685898781,0.975,0.255365096218884,7.567368032484311e-08,16.326332092285156
Qwen3-1.7B ratio=0.6,target_ratio,eval,2300,2.5472926187508653,0.13623051345348358,0.5176772992189065,0.6890080428954424,0.07130848358937067,,
Qwen3-1.7B ratio=0.6,target_ratio,train,2310,2.558371416701288,0.030973169207572936,0.5690751802176237,0.9875,0.2790736769209616,7.3827980804725e-08,20.654748916625977
Qwen3-1.7B ratio=0.6,target_ratio,train,2320,2.5694502146517104,0.046782451868057254,0.5563920758664608,1.0,0.2274796781130135,7.198228128460686e-08,22.374719619750977
Qwen3-1.7B ratio=0.6,target_ratio,train,2330,2.5805290126021325,0.037214019894599916,0.5624577574431896,0.9875,0.25199855347163974,7.013658176448874e-08,16.266504287719727
Qwen3-1.7B ratio=0.6,target_ratio,train,2340,2.591607810552555,0.03534043431282043,0.5671481594443322,1.0,0.2714787683216855,6.829088224437061e-08,26.78790855407715
Qwen3-1.7B ratio=0.6,target_ratio,train,2350,2.602686608502977,0.035159450769424436,0.565430311486125,0.9875,0.2642701446078718,6.64451827242525e-08,20.708141326904297
Qwen3-1.7B ratio=0.6,target_ratio,train,2360,2.6137654064533997,0.03669336438179016,0.56176528185606,0.9875,0.24907594276592135,6.459948320413436e-08,16.32088279724121
Qwen3-1.7B ratio=0.6,target_ratio,train,2370,2.6248442044038223,0.03800083100795746,0.5611953496932983,0.9875,0.2467858566902578,6.275378368401624e-08,19.944862365722656
Qwen3-1.7B ratio=0.6,target_ratio,train,2380,2.635923002354245,0.042877310514450075,0.5621040511876345,0.9375,0.2508118727011606,6.090808416389811e-08,27.711410522460938
Qwen3-1.7B ratio=0.6,target_ratio,train,2390,2.647001800304667,0.03764680325984955,0.5634569402784109,0.9875,0.2562030563130975,5.9062384643779986e-08,16.761499404907227
Qwen3-1.7B ratio=0.6,target_ratio,train,2400,2.6580805982550895,0.046529251337051394,0.5579858526587487,0.975,0.23402783046476544,5.7216685123661865e-08,25.150287628173828
Qwen3-1.7B ratio=0.6,target_ratio,eval,2400,2.6580805982550895,0.13537389039993286,0.5185525730531912,0.6890080428954424,0.07490603643252287,,
Qwen3-1.7B ratio=0.6,target_ratio,train,2410,2.6691593962055116,0.03636726140975952,0.568490169942379,0.9875,0.2771731598768383,5.5370985603543736e-08,18.99178695678711
Qwen3-1.7B ratio=0.6,target_ratio,train,2420,2.680238194155934,0.039371877908706665,0.5624039933085442,0.9875,0.2518957148306072,5.3525286083425615e-08,18.81342315673828
Qwen3-1.7B ratio=0.6,target_ratio,train,2430,2.6913169921063567,0.02792414426803589,0.5714655596762895,0.9875,0.28882691273465755,5.1679586563307486e-08,14.270694732666016
Qwen3-1.7B ratio=0.6,target_ratio,train,2440,2.7023957900567788,0.038528618216514585,0.5606375753879547,1.0,0.24455073322169482,4.9833887043189365e-08,21.059072494506836
Qwen3-1.7B ratio=0.6,target_ratio,train,2450,2.7134745880072013,0.02953350841999054,0.5677149429917335,1.0,0.2733739184215665,4.7988187523071236e-08,17.974897384643555
Qwen3-1.7B ratio=0.6,target_ratio,train,2460,2.7245533859576234,0.03175216317176819,0.5738282047212124,1.0,0.29907345375977457,4.6142488002953115e-08,15.92594051361084
Qwen3-1.7B ratio=0.6,target_ratio,train,2470,2.735632183908046,0.035901245474815366,0.5654656678438187,0.975,0.26438948980066923,4.429678848283499e-08,19.97166633605957
Qwen3-1.7B ratio=0.6,target_ratio,train,2480,2.7467109818584685,0.03760878443717956,0.5630068216472864,0.9625,0.2542736480012536,4.2451088962716865e-08,20.684871673583984
Qwen3-1.7B ratio=0.6,target_ratio,train,2490,2.7577897798088906,0.03388749957084656,0.5699262216687202,1.0,0.28287139772437514,4.060538944259874e-08,14.271023750305176
Qwen3-1.7B ratio=0.6,target_ratio,train,2500,2.768868577759313,0.04092551171779633,0.5640061039477586,0.9875,0.25866633616387846,3.8759689922480615e-08,22.962249755859375
Qwen3-1.7B ratio=0.6,target_ratio,eval,2500,2.768868577759313,0.1341126263141632,0.5190696294441939,0.6943699731903485,0.07699591189562954,,
Qwen3-1.7B ratio=0.6,target_ratio,train,2510,2.7799473757097353,0.031160467863082887,0.5708565682172775,1.0,0.2865273666917346,3.69139904023625e-08,18.588409423828125
Qwen3-1.7B ratio=0.6,target_ratio,train,2520,2.791026173660158,0.03503049910068512,0.5649830773472786,0.9875,0.2623298913240433,3.506829088224437e-08,19.596708297729492
Qwen3-1.7B ratio=0.6,target_ratio,train,2530,2.8021049716105804,0.035806334018707274,0.5656915858387948,0.9875,0.2653916801325977,3.322259136212625e-08,21.538776397705078
Qwen3-1.7B ratio=0.6,target_ratio,train,2540,2.8131837695610025,0.03802679181098938,0.5623659033328294,0.975,0.2516230938024819,3.137689184200812e-08,23.99390411376953
Qwen3-1.7B ratio=0.6,target_ratio,train,2550,2.824262567511425,0.03796394467353821,0.5655707240104675,0.975,0.2649913954548538,2.9531192321889993e-08,17.228506088256836
Qwen3-1.7B ratio=0.6,target_ratio,train,2560,2.835341365461847,0.038179540634155275,0.5629612829536199,0.975,0.25417377999983726,2.7685492801771868e-08,21.3489990234375
Qwen3-1.7B ratio=0.6,target_ratio,train,2570,2.8464201634122697,0.02927170991897583,0.5692902226001024,0.9875,0.2799282300285995,2.5839793281653743e-08,20.44675636291504
Qwen3-1.7B ratio=0.6,target_ratio,train,2580,2.857498961362692,0.03944624066352844,0.5631360121071338,0.9875,0.2550005405792035,2.3994093761535618e-08,21.635251998901367
Qwen3-1.7B ratio=0.6,target_ratio,train,2590,2.8685777593131148,0.03482931554317474,0.5696247391402721,0.9875,0.2817011684179306,2.2148394241417497e-08,13.118325233459473
Qwen3-1.7B ratio=0.6,target_ratio,train,2600,2.879656557263537,0.03476570844650269,0.563721189647913,1.0,0.25709415767341853,2.030269472129937e-08,26.41608238220215
Qwen3-1.7B ratio=0.6,target_ratio,eval,2600,2.879656557263537,0.13548727333545685,0.5184112356591161,0.6890080428954424,0.07431604878492554,,
Qwen3-1.7B ratio=0.6,target_ratio,train,2610,2.8907353552139594,0.03375419676303863,0.5669234618544579,0.975,0.2703320050612092,1.845699520118125e-08,21.494882583618164
Qwen3-1.7B ratio=0.6,target_ratio,train,2620,2.9018141531643815,0.03867132067680359,0.5640105079859495,0.9625,0.25853489404544233,1.6611295681063125e-08,14.711552619934082
Qwen3-1.7B ratio=0.6,target_ratio,train,2630,2.912892951114804,0.02973594665527344,0.5653786815702915,1.0,0.2636654739268124,1.4765596160944997e-08,16.177602767944336
Qwen3-1.7B ratio=0.6,target_ratio,train,2640,2.9239717490652266,0.0368028849363327,0.5640589810907841,0.9875,0.2586307268124074,1.2919896640826872e-08,19.81648826599121
Qwen3-1.7B ratio=0.6,target_ratio,train,2650,2.9350505470156487,0.03205035924911499,0.567063269764185,0.9875,0.2707920628134161,1.1074197120708748e-08,28.157724380493164
Qwen3-1.7B ratio=0.6,target_ratio,train,2660,2.9461293449660713,0.04039462208747864,0.56844487413764,0.975,0.2772470100782812,9.228497600590625e-09,25.05008888244629
Qwen3-1.7B ratio=0.6,target_ratio,train,2670,2.9572081429164934,0.04294088184833526,0.5613031856715679,0.9625,0.24756505286786706,7.382798080472498e-09,34.305912017822266
Qwen3-1.7B ratio=0.6,target_ratio,train,2680,2.968286940866916,0.040982413291931155,0.5627758592367172,0.975,0.2535977489082143,5.537098560354374e-09,23.752233505249023
Qwen3-1.7B ratio=0.6,target_ratio,train,2690,2.9793657388173385,0.0445785403251648,0.5591980051249266,0.95,0.23887488725595177,3.691399040236249e-09,31.673629760742188
Qwen3-1.7B ratio=0.6,target_ratio,train,2700,2.9904445367677606,0.032390099763870236,0.5695084303617477,0.975,0.2809356838930398,1.8456995201181246e-09,21.179994583129883
Qwen3-1.7B ratio=0.6,target_ratio,eval,2700,2.9904445367677606,0.13608938455581665,0.518191655743218,0.7024128686327078,0.07343873972367825,,
Qwen3-1.7B ratio=0.6,target_ratio,eval,2709,3.0,0.13517558574676514,0.5185434080800166,0.6863270777479893,0.07485137102830826,,
